work_year,salary_in_usd,salary_category,salary_quartile,salary_quartile_encoded,remote_type,PC1,employment_type_CT,employment_type_FL,employment_type_FT,employment_type_PT,remote_type__Fully,remote_type__Hybrid,remote_type__On-site
2024,153000,High,Q3,2,On-site,-32.04482621477869,False,False,True,False,False,False,True
2024,135000,High,Q2,1,On-site,-32.04449840721467,False,False,True,False,False,False,True
2024,145000,High,Q3,2,On-site,-32.0451746983429,False,False,True,False,False,False,True
2024,125000,High,Q2,1,On-site,-32.04481046771621,False,False,True,False,False,False,True
2024,230000,Very High,Q4,3,Fully,67.9541749481976,False,False,True,False,True,False,False
2024,200000,Very High,Q4,3,Fully,67.95472129413763,False,False,True,False,True,False,False
2024,278000,Very High,Q4,3,On-site,-32.047102656195484,False,False,True,False,False,False,True
2024,196000,High,Q4,3,On-site,-32.04560931062606,False,False,True,False,False,False,True
2024,140000,High,Q2,1,Fully,67.95531981020281,False,False,True,False,True,False,False
2024,100000,High,Q1,0,Fully,67.95604827145618,False,False,True,False,True,False,False
2024,45000,Low,Q1,0,Fully,67.95655572986469,False,False,True,False,True,False,False
2024,30000,Low,Q1,0,Fully,67.9568289028347,False,False,True,False,True,False,False
2024,218000,Very High,Q4,3,On-site,-32.04600996431542,False,False,True,False,False,False,True
2024,145000,High,Q3,2,On-site,-32.04468052252801,False,False,True,False,False,False,True
2024,100000,High,Q1,0,On-site,-32.04386100361796,False,False,True,False,False,False,True
2024,86220,Medium,Q1,0,On-site,-32.043610048716175,False,False,True,False,False,False,True
